release_speed,spin_axis,delta_home_win_exp
82.1,256.0,0.0
88.9,150.0,-0.025
86.3,66.0,0.0
86.4,158.0,0.0
76.7,359.0,-0.108
93.9,222.0,0.0
75.5,55.0,0.0
90.8,184.0,0.0
88.0,129.0,0.001
94.2,143.0,0.0
85.9,74.0,0.0
88.9,227.0,0.0
83.4,60.0,0.0
94.5,219.0,0.0
94.5,181.0,0.032
95.9,125.0,0.0
89.2,136.0,0.0
98.4,212.0,0.0
86.3,50.0,0.0
93.6,209.0,0.0
74.7,328.0,0.0
85.8,258.0,0.002
79.5,67.0,0.0
91.0,149.0,0.0
90.9,181.0,0.0
81.6,69.0,0.002
91.1,220.0,0.06
95.9,162.0,0.0
85.1,129.0,0.0
93.5,148.0,0.0
88.3,237.0,0.0
83.4,65.0,0.0
95.8,188.0,0.0
90.3,200.0,0.004
85.4,152.0,-0.034
95.8,225.0,0.0
86.3,121.0,0.0
92.2,233.0,0.0
94.9,198.0,0.0
95.1,138.0,0.0
74.2,338.0,0.0
95.5,230.0,0.0
89.0,253.0,0.0
92.6,191.0,-0.002
87.2,231.0,0.0
83.3,38.0,0.0
91.9,209.0,0.0
94.1,191.0,0.0
78.9,117.0,0.0
86.0,229.0,0.0
87.3,243.0,0.0
74.9,48.0,0.0
83.0,330.0,0.0
92.0,169.0,0.03
97.7,238.0,0.0
93.1,220.0,-0.103
89.8,132.0,0.0139999999999999
96.7,214.0,0.0
75.6,346.0,0.0
91.2,199.0,0.0279999999999999
89.4,214.0,0.0
96.1,190.0,0.0
96.4,221.0,0.0
94.9,173.0,0.0
83.1,257.0,0.0
93.7,234.0,0.149
84.5,241.0,0.0
97.7,211.0,0.0
93.8,201.0,0.022
90.0,262.0,0.0
79.9,25.0,0.0
91.7,205.0,0.0
96.6,200.0,0.0
92.7,156.0,0.0139999999999999
97.3,197.0,0.0
94.3,215.0,0.0
94.4,227.0,0.0
87.5,243.0,0.0
88.2,171.0,-0.017
79.0,52.0,0.0
86.8,113.0,0.006
80.8,140.0,0.0
88.8,126.0,-0.005
80.1,62.0,0.0
89.8,190.0,0.0139999999999999
93.1,159.0,-0.001
91.0,158.0,0.0
75.7,338.0,0.0
94.2,137.0,0.003
92.4,210.0,0.0
91.8,221.0,0.0
93.7,208.0,0.0
93.3,209.0,-0.063
83.7,295.0,0.0
87.2,199.0,0.0
77.7,69.0,0.0
85.1,153.0,0.0
89.8,231.0,0.0
90.7,219.0,-0.005
96.6,190.0,0.0
93.0,234.0,0.0
79.7,35.0,0.0
93.7,154.0,0.0
86.7,282.0,0.012
91.5,192.0,0.0
94.0,222.0,0.0
90.6,255.0,-0.0139999999999999
84.4,65.0,0.0
80.1,132.0,0.0
87.9,151.0,0.0
92.7,192.0,0.0
97.1,238.0,0.0
93.2,197.0,0.0
80.1,260.0,0.0
82.7,288.0,0.0
89.4,210.0,0.0
84.3,253.0,0.0
95.9,211.0,0.0
90.9,157.0,0.0
92.8,189.0,0.0
91.6,222.0,0.0
95.7,198.0,0.0
92.1,154.0,0.0
93.2,231.0,0.032
90.9,131.0,0.0
75.0,317.0,0.0
96.2,210.0,0.0
93.1,242.0,0.0
83.5,73.0,0.489
88.2,244.0,0.0
92.8,214.0,0.0
93.3,203.0,-0.004
79.9,296.0,0.0
84.3,136.0,0.0
93.6,164.0,0.0
80.6,294.0,0.0
88.5,139.0,0.0
82.4,107.0,0.0
98.5,240.0,0.0
88.3,105.0,0.0
89.5,256.0,0.023
93.4,217.0,0.0
93.6,232.0,-0.025
89.9,132.0,0.0
89.0,281.0,0.022
66.8,43.0,0.0
88.7,190.0,-0.03
92.1,204.0,0.0
82.6,133.0,0.0
94.2,221.0,0.0
92.6,188.0,0.0
83.1,123.0,0.0
93.3,208.0,0.0
78.3,282.0,0.0
91.9,240.0,-0.027
86.3,244.0,0.185
91.5,200.0,0.0
94.7,256.0,0.0
96.0,215.0,0.0
93.4,203.0,0.0
84.7,194.0,0.0
86.8,156.0,0.0
93.0,239.0,0.0
94.9,177.0,0.0
83.3,95.0,0.0
95.5,234.0,0.022
95.5,196.0,0.0
84.3,140.0,0.0
95.8,218.0,0.0
93.1,248.0,0.0
96.3,219.0,0.0
86.5,27.0,0.0
90.1,158.0,0.0
96.9,139.0,-0.033
94.7,148.0,-0.033
94.3,206.0,0.0
86.9,149.0,0.0
79.5,249.0,0.0
90.5,122.0,0.0
83.5,15.0,0.0
93.0,248.0,0.0
96.5,171.0,0.0
94.6,208.0,0.0
96.2,217.0,0.0
90.2,202.0,0.0
89.7,153.0,0.0
88.3,159.0,0.0
74.7,266.0,0.008
96.7,211.0,0.0
90.9,151.0,0.0
87.8,173.0,0.0
90.8,105.0,0.0
91.0,214.0,-0.026
81.1,28.0,0.0
81.1,207.0,0.0
67.4,45.0,0.03
89.2,156.0,-0.03
79.4,281.0,-0.0279999999999999
77.7,290.0,0.0
82.9,188.0,0.0
93.4,207.0,0.0
89.3,138.0,0.0
97.4,183.0,0.003
90.2,190.0,0.0
83.0,259.0,0.0
88.0,245.0,-0.044
87.7,236.0,0.0
94.5,135.0,0.0
91.0,196.0,0.0
87.1,296.0,0.0
91.9,184.0,0.0
98.4,217.0,0.0
91.2,200.0,0.0
92.3,244.0,0.0
94.0,232.0,0.01
82.5,85.0,0.035
95.4,212.0,0.0
88.9,165.0,0.0
91.4,118.0,0.0
82.4,34.0,0.0
92.8,131.0,0.108
90.3,203.0,0.023
93.6,232.0,-0.038
80.2,234.0,-0.036
86.3,252.0,0.0
88.7,188.0,0.0
92.1,185.0,0.0
92.3,132.0,-0.019
90.7,218.0,0.0
72.9,41.0,0.0
86.9,142.0,-0.002
96.4,217.0,0.0
89.3,124.0,0.0
94.4,198.0,0.0
85.8,250.0,0.024
90.8,231.0,0.0
90.2,144.0,0.0
81.1,248.0,0.0069999999999999
94.1,257.0,0.021
79.2,260.0,0.011
91.9,195.0,0.0
95.8,213.0,0.0
85.9,226.0,0.03
82.8,202.0,0.0
78.1,311.0,0.0
87.4,163.0,0.0
90.8,209.0,0.0
89.4,196.0,0.0
95.1,234.0,0.0
84.6,141.0,0.0
93.5,242.0,0.026
93.1,193.0,0.0
81.5,258.0,0.099
90.3,241.0,0.0
93.7,228.0,0.0
85.6,172.0,0.0
92.6,126.0,-0.044
90.6,135.0,-0.006
80.3,31.0,0.0
78.2,211.0,0.0
92.1,184.0,0.0
86.7,207.0,0.0
93.2,241.0,0.0
92.2,251.0,0.0
91.2,200.0,0.001
78.6,129.0,0.0
90.5,133.0,0.034
77.3,5.0,-0.026
94.7,239.0,-0.057
96.3,226.0,0.0
86.2,247.0,0.0
90.4,138.0,0.03
83.5,69.0,0.0
96.2,251.0,0.0
90.9,182.0,0.0
93.3,191.0,0.0
83.4,124.0,0.0139999999999999
82.7,278.0,0.0
88.3,167.0,-0.096
83.0,294.0,0.0
81.9,282.0,-0.009
91.6,159.0,0.0
95.3,190.0,0.0
93.9,146.0,0.0
84.6,81.0,-0.044
77.2,335.0,0.0
94.1,189.0,0.0
90.6,190.0,-0.002
77.5,44.0,-0.011
86.7,206.0,0.0
89.4,195.0,0.0
95.5,203.0,0.0
76.1,50.0,0.0
94.0,195.0,0.0
93.1,132.0,-0.0069999999999999
94.8,146.0,0.08
97.3,199.0,0.0
96.2,222.0,0.0
85.2,204.0,0.0
92.2,227.0,0.0
97.7,217.0,0.01
90.3,225.0,0.0
87.9,217.0,-0.023
92.2,123.0,-0.1669999999999999
93.8,161.0,0.0
91.6,147.0,0.0
69.5,29.0,0.0
94.1,253.0,0.0
87.7,72.0,0.0
80.4,48.0,0.0
90.7,246.0,0.015
90.8,203.0,0.0
82.7,92.0,0.0
83.9,228.0,-0.016
89.7,222.0,0.0
96.2,225.0,0.0
94.7,245.0,0.0
91.3,156.0,0.0
86.3,114.0,0.018
83.3,129.0,0.0
89.4,170.0,-0.038
95.9,186.0,0.0
89.3,193.0,0.0
84.5,89.0,0.0
85.8,102.0,0.0
89.8,280.0,0.0
84.7,130.0,-0.0409999999999999
90.6,139.0,-0.03
87.6,141.0,0.0
91.0,156.0,0.0
83.9,101.0,0.0
81.0,22.0,0.0
95.9,225.0,0.018
96.5,135.0,0.0
87.6,125.0,0.013
94.8,132.0,0.0
80.8,31.0,0.0
88.4,153.0,-0.012
91.4,139.0,0.0
88.1,155.0,0.0
95.3,214.0,0.054
92.7,204.0,0.0
85.5,264.0,0.0
84.2,100.0,0.0
81.1,262.0,0.0
89.1,245.0,0.0
87.3,92.0,0.0
92.6,226.0,0.008
93.2,235.0,0.0
87.6,179.0,-0.025
90.6,197.0,0.0
76.9,212.0,0.0
94.5,199.0,0.0
83.6,108.0,0.0
92.8,206.0,0.0
91.3,234.0,0.0
87.6,122.0,0.0
89.2,169.0,0.0
84.8,261.0,0.0
86.8,164.0,0.0
93.1,235.0,0.0
86.2,139.0,0.0
97.0,236.0,0.0
92.3,167.0,0.0
91.5,180.0,0.0
96.2,146.0,0.046
77.7,119.0,0.0
92.3,175.0,0.0
93.6,222.0,0.062
84.6,211.0,-0.027
91.3,117.0,0.0
92.3,112.0,-0.017
96.2,187.0,0.0
88.6,141.0,0.0
80.1,272.0,0.0
96.5,249.0,0.0
81.2,336.0,0.0
81.6,91.0,0.002
86.7,248.0,0.0
91.4,113.0,0.0
87.8,195.0,-0.016
92.4,170.0,0.0
92.7,130.0,0.0
93.3,202.0,0.0
86.9,234.0,0.0
91.4,205.0,0.0
90.5,206.0,0.03
86.7,218.0,-0.015
86.2,246.0,0.0
85.2,208.0,0.0
84.2,114.0,-0.026
91.0,205.0,0.0
95.2,177.0,-0.054
91.3,211.0,0.0
83.9,87.0,0.0
93.8,200.0,0.0
88.7,85.0,0.0
95.5,229.0,0.0
94.5,203.0,0.0
90.7,202.0,0.114
86.7,182.0,0.0279999999999999
80.0,23.0,-0.015
97.4,162.0,0.0
90.5,185.0,0.018
93.8,146.0,0.0
92.1,199.0,-0.122
77.6,33.0,0.0
96.4,206.0,-0.075
96.5,208.0,0.0
95.2,193.0,0.0
87.3,265.0,0.0
80.9,322.0,-0.011
98.0,194.0,0.0279999999999999
90.3,158.0,0.0
80.6,22.0,0.0
94.6,239.0,-0.035
95.8,205.0,0.0
91.7,204.0,0.0
92.2,198.0,0.0
85.4,52.0,0.0
89.5,243.0,-0.038
90.0,269.0,0.0
91.3,205.0,0.0
82.1,309.0,0.0
87.0,235.0,-0.023
73.1,83.0,0.0
78.8,208.0,0.0
78.1,46.0,0.008
89.3,261.0,0.0
92.2,134.0,0.0
91.0,200.0,0.02
91.2,176.0,0.0
89.9,234.0,0.0
94.4,205.0,0.0
91.9,152.0,0.0
91.3,243.0,-0.249
93.6,207.0,0.0
90.9,160.0,0.0
94.0,214.0,-0.156
96.4,236.0,0.0
88.6,96.0,0.0
95.4,195.0,0.0559999999999999
86.7,132.0,0.0
91.5,158.0,0.0
94.1,219.0,0.003
90.9,281.0,0.0
86.2,105.0,-0.057
97.2,207.0,0.0579999999999999
85.1,267.0,0.0
89.4,199.0,0.0
89.2,230.0,0.0
85.8,92.0,0.0
77.3,50.0,0.0
85.5,228.0,0.022
78.0,90.0,0.033
84.4,169.0,0.0
85.1,200.0,0.0
94.7,242.0,-0.001
79.3,99.0,-0.047
91.5,198.0,0.0
93.8,195.0,0.0
92.1,126.0,0.0
76.5,84.0,0.0
89.2,137.0,0.0
90.6,160.0,-0.017
90.5,126.0,0.12
90.7,120.0,0.0
79.9,111.0,0.0
77.4,109.0,0.0
94.5,187.0,0.0
95.6,214.0,0.0
94.7,212.0,0.0
92.0,239.0,0.0
93.1,212.0,0.0
77.8,83.0,0.0
95.5,223.0,0.0
76.8,84.0,0.0
90.7,151.0,0.0
86.5,84.0,-0.0069999999999999
94.1,195.0,0.0
84.5,32.0,0.017
92.6,244.0,0.0
91.1,237.0,0.0
95.5,253.0,-0.026
94.2,117.0,0.0
91.0,237.0,0.0
82.4,59.0,0.0
85.5,152.0,0.0
91.8,159.0,0.0
92.5,221.0,-0.036
93.9,207.0,0.0
85.7,219.0,0.0
80.3,257.0,0.0
95.7,225.0,-0.093
86.8,71.0,0.0
78.8,139.0,0.0
86.9,195.0,0.0
91.6,218.0,0.0
82.5,147.0,0.0
96.4,225.0,0.0
81.2,61.0,0.0
91.6,182.0,0.0
81.6,266.0,0.0
84.9,118.0,0.0
90.6,137.0,0.0
75.1,328.0,0.0
74.4,43.0,0.0
86.3,100.0,0.0
83.7,47.0,0.048
96.8,206.0,0.071
89.6,131.0,0.0
92.2,91.0,-0.049
85.5,71.0,0.0
93.5,183.0,0.0
91.3,198.0,0.025
84.3,253.0,0.01
92.0,194.0,-0.037
85.5,165.0,0.0
86.7,71.0,-0.033
88.2,252.0,0.0
87.6,155.0,0.0
78.2,209.0,0.0
92.0,154.0,-0.055
86.1,358.0,0.001
85.3,82.0,0.0
93.9,243.0,0.0
89.1,217.0,0.0
76.1,324.0,0.0
77.2,318.0,0.0
93.6,219.0,-0.009
93.4,236.0,0.0
81.6,75.0,0.0
94.3,250.0,0.011
92.5,203.0,0.032
92.1,234.0,-0.011
93.4,196.0,0.0
86.4,167.0,0.0
82.8,265.0,-0.023
94.5,242.0,0.0
85.4,166.0,-0.011
82.1,79.0,0.0
91.0,157.0,0.0
83.1,129.0,0.0
82.1,32.0,0.0
82.0,233.0,-0.033
83.9,136.0,0.0
84.0,124.0,0.0
91.0,130.0,0.0
97.9,219.0,0.0
95.2,226.0,0.0
87.6,173.0,0.0
94.3,240.0,0.019
93.7,137.0,0.0
94.8,180.0,-0.043
90.0,110.0,-0.005
76.9,6.0,0.0
93.4,158.0,0.0
94.3,194.0,0.0
90.5,125.0,0.0
79.6,11.0,0.0
89.2,266.0,0.0
89.2,224.0,0.018
91.6,206.0,0.0
88.0,258.0,0.036
82.0,222.0,0.0
93.0,224.0,0.009
91.8,174.0,0.0
88.9,238.0,0.0
92.7,139.0,-0.003
91.3,164.0,0.0
95.0,226.0,0.0
95.6,209.0,0.0
90.8,155.0,-0.036
94.3,181.0,0.0
90.3,241.0,0.0
92.1,237.0,0.0
91.9,228.0,0.0
94.4,238.0,0.0
81.0,308.0,-0.055
82.7,30.0,0.0
79.2,72.0,0.0
82.2,28.0,0.0
88.6,134.0,0.0
90.0,143.0,0.0
96.0,202.0,0.0
95.0,141.0,0.044
97.6,170.0,0.0
90.3,230.0,0.0
91.3,192.0,-0.011
89.1,212.0,-0.004
93.8,230.0,0.037
91.6,198.0,0.0
91.4,109.0,0.0
78.7,112.0,0.0
90.8,199.0,0.0
95.6,233.0,0.0
94.4,185.0,0.0
90.5,239.0,0.0
94.3,235.0,0.022
89.3,149.0,0.0
78.3,282.0,0.0
85.3,229.0,0.0
81.6,320.0,-0.026
87.9,201.0,0.02
83.0,209.0,0.0
94.4,205.0,0.015
92.2,220.0,0.0
93.8,256.0,0.0
82.0,88.0,0.0
91.2,220.0,0.0
96.3,212.0,0.0
97.5,218.0,0.0
93.8,219.0,0.0
84.6,102.0,0.0
84.1,196.0,-0.049
97.4,189.0,0.098
93.5,185.0,0.046
89.9,165.0,0.0
97.2,209.0,0.0
92.1,225.0,0.0
95.8,188.0,0.0
83.1,271.0,0.0
94.0,208.0,-0.023
86.9,227.0,0.0
93.4,231.0,0.0
91.6,210.0,0.0
88.7,142.0,0.0
83.5,89.0,0.0
97.4,187.0,0.024
96.2,203.0,0.0
96.1,186.0,-0.011
96.1,232.0,-0.062
89.0,170.0,0.0
92.8,191.0,0.01
76.5,352.0,-0.026
92.1,132.0,0.036
99.0,197.0,-0.015
88.4,176.0,0.0
90.8,209.0,0.0
94.1,211.0,0.0
95.6,149.0,0.0
94.0,131.0,0.0
88.0,144.0,0.0
83.5,99.0,0.0
92.1,179.0,0.0
87.8,288.0,-0.045
95.1,231.0,-0.0139999999999999
94.2,118.0,0.0
93.3,213.0,0.0
87.2,156.0,0.0
86.6,111.0,0.0
96.5,203.0,0.0
95.5,212.0,0.0
84.6,120.0,0.0
91.6,167.0,0.0
92.0,196.0,0.0
88.1,217.0,0.0
91.5,216.0,0.0
92.2,159.0,-0.005
86.2,290.0,0.0
91.9,206.0,0.0
91.9,201.0,0.0
86.0,124.0,0.0
86.5,105.0,0.0
85.1,157.0,0.0
92.8,212.0,0.099
94.2,158.0,0.0
86.3,233.0,0.0
96.0,230.0,-0.0289999999999999
75.6,334.0,0.0279999999999999
92.1,119.0,-0.003
88.5,165.0,0.018
92.6,234.0,-0.026
91.5,152.0,0.0
83.9,164.0,0.0
90.7,195.0,0.0
92.5,152.0,0.0
94.0,247.0,0.0
79.5,40.0,0.018
91.1,242.0,0.0
94.6,203.0,0.0
94.7,229.0,0.019
92.7,240.0,0.0
91.7,197.0,0.0
93.5,200.0,0.0
78.0,331.0,0.0
96.4,186.0,-0.033
92.7,228.0,0.0
77.1,228.0,0.0
92.5,272.0,0.0
77.2,13.0,0.0
87.9,119.0,0.0
80.7,110.0,0.0
84.5,305.0,0.0
97.1,203.0,-0.001
87.3,288.0,0.1169999999999999
81.3,235.0,0.0
92.9,200.0,-0.031
90.9,133.0,-0.001
94.7,207.0,0.0
90.7,200.0,-0.032
89.5,145.0,0.043
94.6,199.0,-0.036
94.7,257.0,0.0
91.0,181.0,0.0
79.1,81.0,0.0
79.8,115.0,0.0
88.1,191.0,0.0
92.4,145.0,0.0
90.5,219.0,0.0
82.7,69.0,0.0
93.9,194.0,0.0
76.0,98.0,-0.004
97.5,145.0,0.0
92.2,231.0,0.0
79.7,95.0,-0.046
78.5,52.0,-0.075
94.5,193.0,-0.068
91.3,227.0,0.0
91.2,199.0,-0.022
89.2,195.0,0.0
91.1,156.0,0.0
90.3,147.0,0.0
89.3,216.0,0.0
94.0,222.0,0.182
96.1,201.0,0.0
87.3,252.0,0.0
88.3,138.0,0.0
88.9,179.0,0.0
88.3,160.0,0.0
83.1,272.0,0.0
90.2,68.0,0.0
91.4,189.0,0.02
71.1,43.0,0.0
77.9,259.0,-0.095
92.9,192.0,0.098
84.5,40.0,0.0
98.3,189.0,0.0
98.3,220.0,0.039
92.1,221.0,0.0
87.7,122.0,0.0
94.5,202.0,0.0
82.2,69.0,0.0
96.1,200.0,0.0
87.7,113.0,-0.0139999999999999
76.0,211.0,-0.013
93.7,149.0,0.0
92.3,149.0,0.0
93.5,192.0,0.0
94.4,204.0,0.0
94.9,199.0,0.0
84.0,149.0,0.0
76.9,110.0,0.0
84.0,264.0,0.001
96.5,127.0,0.023
93.3,152.0,0.0
91.5,189.0,0.03
84.1,27.0,-0.003
92.4,214.0,0.0
92.3,132.0,0.0
83.3,106.0,0.0
93.4,164.0,0.0
88.7,262.0,0.0
94.2,169.0,0.0
83.7,133.0,0.0
87.2,151.0,0.0
83.4,213.0,0.0
90.4,180.0,0.0
80.9,204.0,-0.044
95.4,209.0,0.0
88.7,79.0,0.0
96.9,219.0,0.0
94.0,186.0,0.0
91.5,200.0,0.0
97.3,160.0,0.0
90.6,114.0,0.0
93.5,128.0,0.024
80.7,220.0,0.0
93.4,129.0,0.0
87.4,248.0,0.0
75.4,322.0,0.0
96.0,215.0,0.0
88.0,145.0,0.0
91.1,244.0,-0.021
86.1,207.0,0.0
91.7,227.0,0.0
96.4,151.0,0.036
88.4,145.0,-0.026
83.0,246.0,0.0
85.4,85.0,0.0
89.7,130.0,0.0
80.1,211.0,0.0
93.1,202.0,-0.059
89.3,207.0,0.025
77.5,292.0,-0.02
72.7,310.0,0.0
91.1,200.0,0.0
93.1,209.0,0.0
94.5,233.0,0.0
90.5,192.0,0.0
95.9,224.0,0.0
93.5,139.0,0.0
91.6,227.0,-0.09
90.7,103.0,0.0
90.3,247.0,0.0
80.9,119.0,0.0
91.7,152.0,0.038
97.4,214.0,0.0
91.1,172.0,0.01
84.7,119.0,0.0
79.9,20.0,0.0
82.2,74.0,0.017
95.4,145.0,0.0
90.5,147.0,0.0
87.1,268.0,0.0
92.0,193.0,0.0
87.5,136.0,0.0
92.0,196.0,0.0
79.7,335.0,0.0
93.0,253.0,0.0
88.1,42.0,0.0
98.3,219.0,0.0
89.6,205.0,0.0
86.7,114.0,0.0
97.5,212.0,0.0
81.1,254.0,-0.03
92.3,187.0,0.0
87.6,206.0,0.0
95.4,189.0,-0.075
92.5,119.0,0.0
94.3,206.0,0.0
89.4,222.0,-0.002
90.9,210.0,0.0
85.9,91.0,0.0
91.6,198.0,0.031
88.9,182.0,0.0
92.9,224.0,0.0
92.1,93.0,-0.002
87.2,229.0,0.0
73.0,65.0,0.0
92.3,162.0,-0.013
93.4,209.0,-0.015
92.3,238.0,-0.012
80.7,17.0,0.0
83.9,112.0,0.0
80.0,46.0,-0.017
92.5,198.0,0.0
76.9,328.0,0.0
85.8,174.0,0.0
88.4,136.0,0.0
81.8,144.0,0.0
91.8,185.0,0.0
90.7,246.0,0.0
90.6,215.0,0.0
86.9,161.0,-0.011
90.9,174.0,-0.195
91.0,191.0,0.061
85.9,83.0,0.0
83.9,122.0,-0.008
79.5,36.0,-0.019
95.0,158.0,0.0
92.3,149.0,0.0
90.4,113.0,-0.049
93.1,214.0,0.0
74.7,324.0,0.0
93.5,200.0,0.0
85.7,212.0,0.0
94.2,208.0,0.0
83.8,186.0,-0.015
82.2,100.0,-0.07
96.1,228.0,-0.005
79.3,92.0,0.0
93.0,216.0,0.0
77.1,83.0,0.0
86.8,121.0,-0.039
93.6,249.0,0.048
90.6,143.0,0.0
93.7,199.0,0.0
91.7,198.0,-0.021
94.3,192.0,0.0
96.0,179.0,-0.024
81.6,14.0,0.0
96.4,225.0,0.0
85.2,102.0,0.0
89.2,237.0,0.013
92.9,231.0,-0.062
86.8,162.0,0.0
91.7,182.0,0.0
89.0,193.0,-0.002
74.4,323.0,-0.027
91.0,172.0,0.0
93.0,214.0,0.0
92.2,157.0,0.0
90.3,214.0,-0.036
96.1,216.0,0.0
95.0,209.0,0.0
90.8,197.0,0.0
87.2,161.0,0.0
90.3,159.0,0.0
82.2,248.0,0.0
88.2,181.0,0.0
95.3,214.0,0.0
95.6,209.0,0.0
92.6,209.0,0.0
99.6,252.0,0.0
72.4,46.0,0.0
91.2,191.0,0.0
85.1,127.0,0.0
84.8,222.0,0.0
91.7,186.0,0.0
80.9,116.0,0.0
85.9,260.0,0.0
84.3,296.0,0.0
87.7,218.0,0.017
80.6,137.0,0.0
91.2,120.0,0.0
95.0,215.0,-0.0139999999999999
95.6,156.0,0.025
90.4,184.0,0.0
98.3,205.0,-0.02
96.2,213.0,0.0
76.9,32.0,0.0
88.9,115.0,0.0
90.3,216.0,0.0
90.7,190.0,0.0
94.5,191.0,-0.015
87.9,200.0,0.0
89.3,202.0,0.01
91.6,227.0,0.0
91.9,222.0,0.0
86.2,121.0,0.0
91.4,151.0,-0.013
94.6,197.0,-0.027
93.1,141.0,0.0
87.0,125.0,-0.009
88.9,160.0,-0.16
92.6,202.0,0.0
91.1,208.0,0.0
87.3,208.0,0.0
91.7,194.0,0.0
84.2,123.0,0.0
95.2,223.0,0.0
92.2,226.0,-0.019
92.5,202.0,0.0
93.0,158.0,0.0
95.5,212.0,0.0
77.9,38.0,0.0
86.3,295.0,0.015
92.9,151.0,0.0
91.6,196.0,0.0
96.1,174.0,0.0
94.7,228.0,0.0
84.5,250.0,0.0
81.0,29.0,0.0
84.3,227.0,0.0
78.6,31.0,0.0
89.6,54.0,0.0
86.3,179.0,0.03
84.0,152.0,0.0
71.9,67.0,0.0
92.5,118.0,-0.002
94.2,205.0,0.003
91.6,197.0,0.0
78.4,42.0,-0.021
84.2,134.0,-0.009
87.2,300.0,0.0
93.7,215.0,0.0
83.7,244.0,0.016
89.4,167.0,0.0
84.0,257.0,0.0
84.0,224.0,0.0
83.2,40.0,0.0
80.1,41.0,0.0
92.8,210.0,0.0
89.3,214.0,0.0
92.7,225.0,0.047
82.7,268.0,0.0
96.4,252.0,0.0
88.5,131.0,0.0
88.0,252.0,0.0
89.3,131.0,0.0
91.5,233.0,0.0
94.6,224.0,0.0
86.7,40.0,0.0
82.9,74.0,0.0
83.2,245.0,0.0
84.5,103.0,0.0
93.4,123.0,0.0
90.7,144.0,0.0
84.8,159.0,0.004
76.3,60.0,0.0
91.9,154.0,0.0
94.7,163.0,0.0
92.7,198.0,0.025
76.5,314.0,0.0
84.1,84.0,0.0
92.9,193.0,0.0
83.4,134.0,0.0
89.5,238.0,0.0
97.0,226.0,0.026
97.3,191.0,0.015
96.2,201.0,0.0
85.2,161.0,0.0
98.3,244.0,0.0
89.7,208.0,0.033
89.9,160.0,0.032
88.8,270.0,0.0
93.1,207.0,0.001
83.8,90.0,0.0
88.1,200.0,0.0
87.9,156.0,0.0
82.9,121.0,0.0
92.0,108.0,0.0
83.2,25.0,0.022
93.6,200.0,-0.033
77.4,202.0,0.0
92.8,235.0,0.022
82.3,53.0,0.034
90.2,207.0,0.0
90.4,211.0,0.0
90.0,173.0,0.0
94.3,149.0,0.0
92.8,229.0,-0.032
84.9,50.0,0.0
91.3,228.0,0.0
90.0,261.0,0.013
90.9,133.0,0.001
89.3,202.0,0.001
96.1,162.0,0.036
89.0,268.0,0.0
82.7,104.0,0.0
82.2,50.0,0.0
87.7,154.0,-0.173
88.5,123.0,0.03
87.6,201.0,0.0
79.7,294.0,0.0
88.1,173.0,0.0
90.1,218.0,0.0
81.8,247.0,0.0
87.3,148.0,0.0
89.3,195.0,-0.001
94.8,232.0,0.0
78.2,46.0,0.0
83.7,49.0,0.0
81.5,103.0,0.0
80.8,27.0,0.0
82.4,237.0,0.0
90.5,160.0,0.0
89.1,183.0,0.0
87.0,204.0,0.0
90.7,151.0,0.0
89.2,214.0,0.0
85.2,224.0,0.0
91.8,200.0,-0.024
91.0,222.0,0.0
93.1,213.0,0.0
90.3,261.0,0.0
92.3,100.0,0.0
79.8,37.0,0.0
86.8,103.0,0.0
97.4,235.0,0.0
84.1,34.0,0.0
89.7,136.0,0.0
90.3,217.0,0.021
89.6,242.0,0.0
95.5,187.0,0.0
96.3,141.0,0.0
86.1,101.0,0.037
79.2,35.0,0.0
93.7,152.0,0.0
77.0,53.0,0.0
91.1,206.0,0.0
84.3,41.0,0.0
88.9,197.0,-0.008
95.7,204.0,0.0
93.4,166.0,0.0
84.6,116.0,0.0
84.8,264.0,0.0
91.7,153.0,0.0
94.4,243.0,-0.001
86.0,61.0,0.0
83.2,240.0,0.0
90.6,219.0,0.0
78.4,125.0,0.0
91.7,137.0,0.0
96.9,223.0,0.0
92.1,196.0,0.0
95.1,239.0,0.0
79.0,350.0,0.0
90.7,240.0,0.0
84.9,238.0,0.0
89.7,245.0,0.025
78.1,36.0,0.0
90.3,208.0,0.0
90.3,220.0,0.021
91.1,124.0,-0.053
80.1,112.0,-0.1159999999999999
72.8,30.0,0.008
92.1,240.0,0.0
96.4,219.0,-0.17
88.7,132.0,0.076
89.3,195.0,0.0
78.5,20.0,0.0
91.1,152.0,0.0
74.1,326.0,-0.035
94.3,209.0,0.0
80.2,112.0,0.034
87.3,203.0,0.0
95.2,237.0,0.0
86.9,109.0,0.0
83.8,136.0,-0.016
88.3,187.0,0.0
93.2,163.0,0.0
100.5,233.0,-0.025
91.0,191.0,0.0
86.3,8.0,0.0
95.9,148.0,0.0579999999999999
91.7,193.0,0.0
81.3,107.0,0.011
95.9,159.0,0.0
93.8,231.0,0.0
80.9,82.0,0.0
87.8,241.0,-0.013
74.7,53.0,0.022
89.2,253.0,0.0
90.5,205.0,0.0
89.8,178.0,0.0
94.3,187.0,0.0069999999999999
92.9,252.0,0.0279999999999999
93.2,163.0,-0.026
76.9,40.0,0.0
93.8,182.0,0.0
82.2,139.0,0.0
95.9,221.0,0.0
82.6,164.0,0.0
92.7,149.0,0.0
81.5,96.0,0.0
83.1,261.0,-0.023
93.0,227.0,0.0
96.4,197.0,0.0
